patent_id,citation_sequence,citation_document_number,citation_date,record_name,wipo_kind,citation_category
10387485,1,2012/0194418,2012-08-01,Osterhout,A1,cited by examiner
10306738,16,2010/0262296,2010-10-01,Davis et al.,A1,cited by applicant
8769969,3,2007/0012060,2007-01-01,Simons,A1,cited by applicant
10458282,8,2011/0200245,2011-08-01,Crothers,A1,cited by applicant
9051873,12,2004/0103669,2004-06-01,Willis et al.,A1,cited by applicant
8430903,89,2003/0191516,2003-10-01,Weldon et al.,A1,cited by applicant
9615757,329,2009/0076397,2009-03-01,Libbus et al.,A1,cited by applicant
11067231,112,2013/0141913,2013-06-01,Sachsenweger,A1,cited by applicant
11285284,120,2019/0125985,2019-05-01,Germinario et al.,A1,cited by applicant
10306545,4,2008/0081618,2008-04-01,Krantz et al.,A1,cited by applicant
10980904,2,2012/0275965,2012-11-01,Yokoi,A1,cited by examiner
10603064,77,2005/0033337,2005-02-01,Muir et al.,A1,cited by applicant
8864769,327,2004/0153087,2004-08-01,Sanford et al.,A1,cited by applicant
11453943,1137,2008/0314319,2008-12-01,Hamano et al.,A1,cited by applicant
9089542,32,2012/0116383,2012-05-01,Mauch et al.,A1,cited by applicant
9820146,71,2004/0250069,2004-12-01,Kosamo et al.,A1,cited by applicant
10481442,8,2009/0109356,2009-04-01,Kitagawa,A1,cited by applicant
9449852,51,2009/0068773,2009-03-01,Lai et al.,A1,cited by applicant
9574039,0,2009/0047531,2009-02-01,Bartley,A1,cited by examiner
9901353,90,2007/0276224,2007-11-01,Lang et al.,A1,cited by applicant
8600526,128,2009/0121933,2009-05-01,Tucker et al.,A1,cited by applicant
10424485,144,2004/0060514,2004-04-01,Janakiraman et al.,A1,cited by applicant
8841217,108,2005/0202582,2005-09-01,Eversmann et al.,A1,cited by applicant
11200900,420,2017/0206900,2017-07-01,Lee et al.,A1,cited by applicant
D835283,21,2013/0096405,2013-04-01,Garfio,A1,cited by applicant
11116742,254,2016/0058729,2016-03-01,Manku et al.,A1,cited by applicant
D762813,0,2013/0168303,2013-07-01,Appling et al.,A1,cited by applicant
9358015,131,2003/0135224,2003-07-01,"Blake, III",A1,cited by applicant
10070200,87,2011/0167043,2011-07-01,Hintze et al.,A1,cited by applicant
10597162,23,2015/0065025,2015-03-01,Bruno et al.,A1,cited by applicant
11224765,18,2015/0343239,2015-12-01,Liu,A1,cited by examiner
9504460,485,2008/0312689,2008-12-01,Denham et al.,A1,cited by applicant
8480911,0,2011/0127234,2011-06-01,Watanabe et al.,A1,cited by examiner
11062341,179,2014/0335902,2014-11-01,Guba et al.,A1,cited by applicant
11268082,37,2011/0217739,2011-09-01,Terns et al.,A1,cited by applicant
8435232,32,2007/0043338,2007-02-01,Moll et al.,A1,cited by applicant
9323413,76,2007/0064018,2007-03-01,Shoemaker et al.,A1,cited by applicant
8795351,60,2005/0027314,2005-02-01,WasDyke,A1,cited by applicant
9910996,2,2006/0039560,2006-02-01,Wasilewski,A1,cited by examiner
10733157,4,2009/0144319,2009-06-01,Panwar,A1,cited by examiner
9649110,551,2012/0080498,2012-04-01,"Shelton, IV et al.",A1,cited by applicant
10062131,10,2014/0065594,2014-03-01,Venable,A1,cited by examiner
7912199,77,2002/0082028,2002-06-01,Wittenkamp,A1,cited by other
10074735,2,2008/0252372,2008-10-01,Williams,A1,cited by examiner
9489680,168,2012/0209696,2012-08-01,Winner et al.,A1,cited by applicant
11002247,3,2017/0363060,2017-12-01,Bae et al.,A1,cited by applicant
11304745,46,2007/0084896,2007-04-01,Doll et al.,A1,cited by applicant
7771441,14,2003/0004545,2003-01-01,Burkhart et al.,A1,cited by other
7910678,19,2001/0007083,2001-07-01,Roorda,A1,cited by other
7774589,0,2008/0172553,2008-07-01,Childress et al.,A1,cited by examiner
11098993,161,2020/0208949,2020-07-01,Burrow,A1,cited by applicant
9876264,215,2009/0085726,2009-04-01,Radtke et al.,A1,cited by applicant
7833171,138,2004/0220603,2004-11-01,Rutynowski,A1,cited by other
7873402,23,2006/0116634,2006-06-01,Shachar,A1,cited by other
11396305,6,2018/0067486,2018-03-01,Yako et al.,A1,cited by applicant
8095982,9,2008/0092237,2008-04-01,Yoon et al.,A1,cited by examiner
10469966,215,2005/0254505,2005-11-01,Chang et al.,A1,cited by applicant
9344960,2,2004/0186850,2004-09-01,Chowdhury,A1,cited by applicant
11456664,5,2019/0238053,2019-08-01,Oliva,A1,cited by examiner
10404991,6,2014/0079126,2014-03-01,Ye,A1,cited by examiner
10114826,0,2002/0120620,2002-08-01,Chan et al.,A1,cited by applicant
10255098,44,2018/0060108,2018-03-01,Archer et al.,A1,cited by applicant
10299922,151,2004/0138742,2004-07-01,Myers et al.,A1,cited by applicant
10603153,1,2002/0103494,2002-08-01,Pacey,A1,cited by applicant
10463866,60,2011/0071586,2011-03-01,Jacobson,A1,cited by applicant
10969956,3,2011/0260997,2011-10-01,Ozaki,A1,cited by applicant
10925622,499,2012/0130382,2012-05-01,Iannotti et al.,A1,cited by applicant
7507454,12,2004/0164279,2004-08-01,Stevenson et al.,A1,cited by other
11281484,266,2018/0157752,2018-06-01,Arikatla et al.,A1,cited by applicant
10280883,4,2015/0059708,2015-03-01,Oohashi,A1,cited by examiner
10026377,124,2014/0346233,2014-11-01,Liu et al.,A1,cited by applicant
10836741,10,2004/0192732,2004-09-01,Pratt et al.,A1,cited by applicant
10159154,47,2006/0063312,2006-03-01,Kurita,A1,cited by examiner
8919592,5,2005/0035011,2005-02-01,McRobbie,A1,cited by applicant
8866912,14,2009/0179142,2009-07-01,Duparre et al.,A1,cited by applicant
10523389,35,2010/0069071,2010-03-01,Simonsson et al.,A1,cited by applicant
7762815,1,2003/0163291,2003-08-01,Jordan et al.,A1,cited by other
10890215,0,2010/0308594,2010-12-01,Numajiri,A1,cited by applicant
10419875,27,2004/0202194,2004-10-01,Annamalai,A1,cited by applicant
11203728,0,2005/0109672,2005-05-01,Bauldreay et al.,A1,cited by applicant
10236012,91,2009/0077052,2009-03-01,Farrelly,A1,cited by applicant
9080441,84,2009/0133935,2009-05-01,Kinkead,A1,cited by applicant
11097618,171,2009/0213028,2009-08-01,Cook et al.,A1,cited by applicant
10083690,1905,2013/0166303,2013-06-01,Chang et al.,A1,cited by applicant
11337594,170,2008/0275300,2008-11-01,Rothe et al.,A1,cited by applicant
9420238,35,2011/0256886,2011-10-01,Velusamy,A1,cited by applicant
10896820,2063,2018/0182613,2018-06-01,Blanquart et al.,A1,cited by applicant
8032268,4,2004/0111192,2004-06-01,Naimer et al.,A1,cited by other
10841264,6,2007/0157105,2007-07-01,Owens,A1,cited by examiner
11365683,2,2005/0217236,2005-10-01,Wernberg,A1,cited by examiner
8535747,35,2007/0116825,2007-05-01,Prakash et al.,A1,cited by applicant
9234638,10,2003/0214810,2003-11-01,Zhang,A1,cited by applicant
8211147,232,2005/0071011,2005-03-01,Ralph,A1,cited by other
10428325,181,2015/0203897,2015-07-01,Robins et al.,A1,cited by applicant
10064662,2,2015/0066042,2015-03-01,Cummins,A1,cited by examiner
8011364,2,2003/0029448,2003-02-01,Swetish,A1,cited by other
8796201,18,2005/0176932,2005-08-01,Buus et al.,A1,cited by applicant
10145109,7,2009/0025332,2009-01-01,Richards,A1,cited by applicant
9608980,8,2004/0255137,2004-12-01,Ying,A1,cited by applicant
9676244,35,2008/0012262,2008-01-01,Carabelli,A1,cited by applicant
8290721,8,2005/0011278,2005-01-01,Brown et al.,A1,cited by other
9058703,264,2014/0244156,2014-08-01,Magnusson et al.,A1,cited by applicant
10382303,84,2009/0225675,2009-09-01,Baum et al.,A1,cited by applicant
9954012,1,2005/0243236,2005-11-01,Sumi,A1,cited by applicant
8562645,43,2003/0032961,2003-02-01,Pelo et al.,A1,cited by applicant
10469442,71,2002/0163882,2002-11-01,Bornstein et al.,A1,cited by applicant
10110558,61,2012/0221494,2012-08-01,Pasetto et al.,A1,cited by applicant
D889956,1,2007/0051662,2007-03-01,Millar-Sax,A1,cited by examiner
9258267,20,2010/0080196,2010-04-01,Ho et al.,A1,cited by applicant
10764828,15,2018/0255514,2018-09-01,Sun et al.,A1,cited by applicant
11132349,95,2019/0114663,2019-04-01,Goldman et al.,A1,cited by applicant
9384711,102,2012/0249741,2012-10-01,Maciocci et al.,A1,cited by applicant
10022388,13,2011/0207703,2011-08-01,Kovalevski-Ishai et al.,A1,cited by applicant
11031409,7,2018/0366587,2018-12-01,Le et al.,A1,cited by applicant
9086507,9,2010/0042325,2010-02-01,Beasley et al.,A1,cited by applicant
8038686,14,2002/0177863,2002-11-01,Mandel et al.,A1,cited by other
11222624,25,2019/0051288,2019-02-01,Lee,A1,cited by examiner
7745082,2,2008/0107985,2008-05-01,Yanus et al.,A1,cited by examiner
9170798,69,2011/0276713,2011-11-01,Brand,A1,cited by applicant
9706635,9,2009/0045749,2009-02-01,Ganachev et al.,A1,cited by applicant
10425753,6,2005/0131558,2005-06-01,Braithwaite et al.,A1,cited by applicant
10964583,20,2006/0063309,2006-03-01,Sugiyama et al.,A1,cited by applicant
9798393,536,2006/0018446,2006-01-01,Schmandt et al.,A1,cited by applicant
8072856,4,2004/0032808,2004-02-01,Ahn et al.,A1,cited by other
8705195,52,2006/0148569,2006-07-01,Beck,A1,cited by applicant
11004904,10,2016/0104444,2016-04-01,Miyata,A1,cited by examiner
8121857,14,2006/0189863,2006-08-01,Peyser et al.,A1,cited by other
D805225,1,2012/0057351,2012-03-01,Wilcox et al.,A1,cited by applicant
9827643,2,2004/0250917,2004-12-01,Kennedy et al.,A1,cited by applicant
10907945,5,2016/0305726,2016-10-01,Mokuolu,A1,cited by examiner
D740228,0,2003/0185515,2003-10-01,Lubkert et al.,A1,cited by examiner
9470869,4,2004/0172492,2004-09-01,Farnworth et al.,A1,cited by applicant
11046934,30,2009/0081252,2009-03-01,Gregersen,A1,cited by applicant
10969945,521,2013/0074003,2013-03-01,Dolenc,A1,cited by applicant
9707066,8,2008/0281149,2008-11-01,Sinai et al.,A1,cited by applicant
D923782,113,2007/0249995,2007-10-01,Van Manen,A1,cited by applicant
11315263,1,2010/0322496,2010-12-01,Liu et al.,A1,cited by applicant
11191553,12,2017/0268709,2017-09-01,Gibson,A1,cited by examiner
10248806,72,2015/0178392,2015-06-01,Jockisch,A1,cited by examiner
10999125,24,2013/0343174,2013-12-01,Guichard et al.,A1,cited by applicant
10963405,4,2010/0057971,2010-03-01,Kao,A1,cited by examiner
7342496,48,2005/0222701,2005-10-01,Ekberg,A1,cited by other
11227331,120,2006/0293966,2006-12-01,Inouye,A1,cited by applicant
11166055,0,2014/0344852,2014-11-01,Reisner et al.,A1,cited by applicant
8645228,12,2002/0147668,2002-10-01,Smith et al.,A1,cited by applicant
9883861,832,2015/0272575,2015-10-01,Leimbach et al.,A1,cited by applicant
RE49119,52,2006/0129809,2006-06-01,Battagin et al.,A1,cited by applicant
10776397,23,2009/0006788,2009-01-01,Hunt et al.,A1,cited by applicant
10456184,174,2012/0165941,2012-06-01,Rabiner et al.,A1,cited by applicant
11037136,260,2017/0104739,2017-04-01,Lansler et al.,A1,cited by applicant
11021889,2,2007/0044405,2007-03-01,Straub,A1,cited by examiner
11246704,423,2014/0194983,2014-07-01,Kovalsky et al.,A1,cited by applicant
8774098,21,2003/0087605,2003-05-01,Das et al.,A1,cited by applicant
9612083,35,2012/0311907,2012-12-01,Cottle,A1,cited by applicant
11355380,52,2004/0156233,2004-08-01,Bhattacharyya,A1,cited by applicant
7363376,8,2004/0008645,2004-01-01,Janevski et al.,A1,cited by examiner
9886432,312,2004/0107169,2004-06-01,Lowe,A1,cited by applicant
10419867,6,2016/0007132,2016-01-01,Peters,A1,cited by examiner
9252235,5,2008/0199998,2008-08-01,Chen et al.,A1,cited by examiner
11243800,3,2014/0149979,2014-05-01,Tsirkin et al.,A1,cited by applicant
9968900,2,2007/0152363,2007-07-01,Begag,A1,cited by examiner
7905380,137,2008/0308602,2008-12-01,Timm et al.,A1,cited by other
8347357,0,2004/0250131,2004-12-01,Swander et al.,A1,cited by other
11341200,11,2021/0374479,2021-12-01,"Zambetti, Jr.",A1,cited by examiner
9981867,17,2008/0156725,2008-07-01,Ogden,A1,cited by applicant
11245837,58,2008/0297587,2008-12-01,Kurtz et al.,A1,cited by applicant
10056682,2,2001/0050635,2001-12-01,Weinberger,A1,cited by applicant
8886380,2,2009/0204314,2009-08-01,Aoki et al.,A1,cited by applicant
9888485,47,2008/0242342,2008-10-01,Rofougaran,A1,cited by applicant
7719798,11,2003/0147181,2003-08-01,Shiraishi et al.,A1,cited by other
10698740,40,2015/0149544,2015-05-01,Zhang,A1,cited by examiner
8443069,74,2006/0015935,2006-01-01,Dixon et al.,A1,cited by examiner
11386453,37,2011/0029380,2011-02-01,Moukas et al.,A1,cited by applicant
11204540,3,2003/0067685,2003-04-01,Niv,A1,cited by applicant
10230525,0,2002/0107814,2002-08-01,Micali,A1,cited by applicant
10595330,2,2012/0044852,2012-02-01,Zhang et al.,A1,cited by applicant
10056526,1,2004/0016936,2004-01-01,Tanaka et al.,A1,cited by applicant
8463249,327,2007/0061247,2007-03-01,Ramer et al.,A1,cited by applicant
10763895,4,2017/0170927,2017-06-01,Stone et al.,A1,cited by applicant
8844274,0,2007/0012032,2007-01-01,Hu,A1,cited by applicant
9151812,1,2012/0235680,2012-09-01,Blumhagen et al.,A1,cited by applicant
9231873,13,2004/0128346,2004-07-01,Melamed et al.,A1,cited by applicant
7829018,15,2003/0231982,2003-12-01,Myrick et al.,A1,cited by other
9317034,29,2007/0017984,2007-01-01,Mountz et al.,A1,cited by examiner
8839894,7,2013/0118820,2013-05-01,Yokoyama et al.,A1,cited by examiner
7394080,2,2003/0072051,2003-04-01,Myers et al.,A1,cited by examiner
9187260,1,2006/0182553,2006-08-01,Yamamoto et al.,A1,cited by applicant
9925060,353,2006/0247770,2006-11-01,Peterman,A1,cited by applicant
10379255,18,2009/0309599,2009-12-01,Ziolkowski,A1,cited by applicant
7949429,3,2010/0295417,2010-11-01,Wood et al.,A1,cited by examiner
9269725,50,2007/0046191,2007-03-01,Saito,A1,cited by applicant
10937776,25,2011/0266559,2011-11-01,Zitzlsperger et al.,A1,cited by applicant
10917620,3,2007/0033528,2007-02-01,Merril,A1,cited by examiner
10276160,5,2010/0299136,2010-11-01,Tong,A1,cited by examiner
10089297,7,2013/0283156,2013-10-01,Al Badrashiny,A1,cited by examiner
8196729,0,2005/0204947,2005-09-01,Ash,A1,cited by other
11012749,274,2008/0235722,2008-09-01,Baugher et al.,A1,cited by applicant
8845549,57,2004/0019250,2004-01-01,Catelli,A1,cited by applicant
10810297,15,2012/0254941,2012-10-01,Levien et al.,A1,cited by applicant
9343426,4,2008/0124890,2008-05-01,Wu et al.,A1,cited by applicant
8216139,59,2005/0187720,2005-08-01,Goode et al.,A1,cited by other
10279162,11,2005/0261633,2005-11-01,Khalaj,A1,cited by applicant
9262612,527,2012/0022869,2012-01-01,Lloyd et al.,A1,cited by applicant
9251800,2,2010/0198587,2010-08-01,Ramabadran et al.,A1,cited by applicant
8066763,389,2007/0254091,2007-11-01,Fredrickson et al.,A1,cited by other
11031555,1,2008/0142777,2008-06-01,Park,A1,cited by applicant
11199532,144,2018/0030515,2018-02-01,Regev et al.,A1,cited by applicant
9013443,55,2010/0177050,2010-07-01,Heubel et al.,A1,cited by applicant
10916969,480,2014/0043189,2014-02-01,Lee et al.,A1,cited by applicant
11135882,210,2011/0202232,2011-08-01,Busch et al.,A1,cited by applicant
10549101,244,2005/0137702,2005-06-01,Haug et al.,A1,cited by applicant
10277670,20,2014/0173596,2014-06-01,Ng et al.,A1,cited by applicant
11231134,5,2007/0052237,2007-03-01,Udhofer et al.,A1,cited by applicant
9962091,296,2005/0171503,2005-08-01,Van Den Berghe et al.,A1,cited by applicant
8702175,0,2009/0273221,2009-11-01,Kao,A1,cited by examiner
10231738,350,2018/0116675,2018-05-01,Baril,A1,cited by applicant
7860202,3,2006/0146967,2006-07-01,Panikkar et al.,A1,cited by examiner
10198882,0,2002/0107619,2002-08-01,Klausner,A1,cited by examiner
9519627,0,2005/0192990,2005-09-01,Kharitidi et al.,A1,cited by examiner
9835842,5,2012/0320340,2012-12-01,"Coleman, III",A1,cited by examiner
11291485,333,2019/0343640,2019-11-01,Donner et al.,A1,cited by applicant
10432867,3,2005/0068443,2005-03-01,Naito,A1,cited by applicant
10396982,19,2003/0097561,2003-05-01,Wheeler,A1,cited by examiner
10602057,91,2008/0104503,2008-05-01,Beall et al.,A1,cited by applicant
10908093,99,2005/0221281,2005-10-01,Ho,A1,cited by applicant
11122064,26,2016/0308884,2016-10-01,Kent,A1,cited by examiner
9674161,3,2005/0216559,2005-09-01,Manion,A1,cited by applicant
10034859,61,2010/0041672,2010-02-01,Bruton et al.,A1,cited by applicant
9059809,55,2002/0152476,2002-10-01,Anderson et al.,A1,cited by applicant
10485537,468,2011/0278343,2011-11-01,Knodel et al.,A1,cited by applicant
9207931,31,2004/0039921,2004-02-01,Chuang,A1,cited by applicant
7595421,10,2005/0101800,2005-05-01,Buschken et al.,A1,cited by other
11336131,5,2015/0263572,2015-09-01,Hyppias,A1,cited by examiner
10053320,1,2004/0178571,2004-09-01,Ohama et al.,A1,cited by applicant
10855711,226,2019/0230099,2019-07-01,Mestha,A1,cited by examiner
7510921,0,2004/0159865,2004-08-01,Allen et al.,A1,cited by examiner
10135567,11,2006/0268965,2006-11-01,Ibrahim et al.,A1,cited by applicant
8888842,14,2008/0208313,2008-08-01,Yu et al.,A1,cited by examiner
8000474,13,2007/0061580,2007-03-01,Venkatesan et al.,A1,cited by other
10245035,335,2009/0020958,2009-01-01,Soul,A1,cited by applicant
9599563,17,2005/0225968,2005-10-01,Hatherill,A1,cited by applicant
9000617,107,2007/0227574,2007-10-01,Cart,A1,cited by applicant
10561018,41,2017/0168198,2017-06-01,Kajiya,A1,cited by examiner
9010344,37,2012/0097200,2012-04-01,Fountain,A1,cited by applicant
11210375,70,2019/0132344,2019-05-01,Lem et al.,A1,cited by applicant
9110693,17,2012/0102135,2012-04-01,Srinivasan et al.,A1,cited by examiner
D674480,3,2004/0226566,2004-11-01,Gunaratnam et al.,A1,cited by applicant
11000410,6,2012/0130374,2012-05-01,Bouduban,A1,cited by examiner
9584480,148,2003/0233493,2003-12-01,Boldon et al.,A1,cited by applicant
10904374,68,2018/0350146,2018-12-01,Gervasio,A1,cited by applicant
11112416,23,2003/0196897,2003-10-01,Alpenfels et al.,A1,cited by applicant
9571709,0,2010/0231780,2010-09-01,Kawai,A1,cited by examiner
9582455,3,2008/0162987,2008-07-01,El-Batal,A1,cited by examiner
9873001,0,2001/0008950,2001-07-01,Vitali et al.,A1,cited by applicant
9619838,3,2006/0196931,2006-09-01,Holtmanns et al.,A1,cited by applicant
9685997,56,2006/0146755,2006-07-01,Pan et al.,A1,cited by applicant
11242404,18,2018/0105600,2018-04-01,Pons et al.,A1,cited by applicant
9792648,407,2007/0127702,2007-06-01,Shaffer et al.,A1,cited by applicant
10280054,215,2014/0209514,2014-07-01,Gitschel,A1,cited by applicant
10047984,0,2005/0039895,2005-02-01,Inaba,A1,cited by examiner
11048654,0,2006/0077710,2006-04-01,Martines,A1,cited by examiner
10045739,126,2005/0116683,2005-06-01,Cheng et al.,A1,cited by applicant
9360194,3,2006/0066772,2006-03-01,Takahashi et al.,A1,cited by applicant
11063980,106,2013/0318343,2013-11-01,Bjarnason et al.,A1,cited by applicant
10782951,1,2007/0234292,2007-10-01,Kumar,A1,cited by examiner
10507089,84,2013/0286174,2013-10-01,Urakabe,A1,cited by applicant
9699117,370,2013/0223449,2013-08-01,Koganti,A1,cited by applicant
11131435,1,2008/0315056,2008-12-01,Hsu,A1,cited by examiner
8641548,0,2011/0230273,2011-09-01,Niegowski et al.,A1,cited by applicant
8249993,33,2009/0025057,2009-01-01,Mattsson,A1,cited by other
9953064,1,2011/0238495,2011-09-01,Kang,A1,cited by examiner
9826106,96,2014/0175165,2014-06-01,Havens et al.,A1,cited by applicant
9018434,53,2009/0137172,2009-05-01,Huang et al.,A1,cited by applicant
9246482,2,2010/0038707,2010-02-01,Tokuda et al.,A1,cited by examiner
9364624,302,2009/0241962,2009-10-01,Jafari et al.,A1,cited by applicant
8559319,36,2007/0274465,2007-11-01,Othmer et al.,A1,cited by applicant
10923154,118,2016/0234345,2016-08-01,Roberts,A1,cited by applicant
9955120,4,2013/0321564,2013-12-01,Smith,A1,cited by examiner
9783860,23,2012/0289692,2012-11-01,Gray et al.,A1,cited by applicant
8233542,2,2002/0034250,2002-03-01,Yoo,A1,cited by other
10070669,1331,2017/0150758,2017-06-01,Fernando et al.,A1,cited by applicant
8102825,34,2004/0198220,2004-10-01,Whelan et al.,A1,cited by other
